Tier;FICO;Approve Date;Term;Amount;Previous APR;Car  Type;Competition APR;Accept;APR;Prime;Partner Bin
2;707;16-08-2004;60;20000; ;U;5,15;0;6,44;1,60;1
3;689;16-08-2004;60;24500; ;U;5,15;0;8,65;1,60;1
2;707;16-08-2004;60;20692; ;U;5,15;1;6,44;1,60;3
3;689;17-08-2004;60;23000; ;U;5,15;0;8,65;1,60;1
3;691;17-08-2004;60;22439; ;U;5,15;0;8,65;1,60;3
3;687;17-08-2004;60;24748; ;U;5,15;1;8,65;1,60;1
2;707;18-08-2004;60;18149; ;U;5,15;1;6,44;1,60;1
2;702;18-08-2004;60;24500; ;U;5,15;0;4,54;1,60;3
3;685;18-08-2004;60;19100; ;U;5,15;0;8,65;1,60;1
3;685;18-08-2004;60;19100; ;U;5,15;0;8,65;1,60;1
3;696;19-08-2004;60;18500; ;U;5,15;0;8,65;1,61;3
3;692;19-08-2004;60;23000; ;U;5,15;0;8,65;1,61;3
3;691;20-08-2004;60;20205; ;U;5,15;0;8,65;1,61;3
3;695;20-08-2004;60;24000; ;U;5,15;0;8,65;1,61;1
3;689;20-08-2004;60;23700; ;U;5,15;0;8,65;1,61;3
2;707;21-08-2004;60;20000; ;U;5,15;0;6,44;1,61;3
3;687;22-08-2004;60;25000; ;U;5,15;0;8,65;1,61;3
3;692;23-08-2004;60;23000; ;U;5,15;0;8,65;1,62;1
3;697;23-08-2004;60;25000; ;U;5,15;0;6,49;1,62;3
3;689;23-08-2004;60;24284; ;U;5,15;0;8,65;1,62;3
3;693;24-08-2004;60;20000; ;U;5,15;0;8,65;1,63;3
3;686;24-08-2004;60;21000; ;U;5,15;0;8,65;1,63;1
3;690;24-08-2004;60;23500; ;U;5,15;0;8,65;1,63;3
3;707;24-08-2004;60;24518; ;U;5,15;0;8,65;1,63;3
3;689;24-08-2004;60;20398; ;U;5,15;1;8,65;1,63;3
2;704;25-08-2004;60;25000; ;U;5,15;0;6,44;1,63;1
2;701;25-08-2004;60;19000; ;U;5,15;1;6,44;1,63;3
3;688;25-08-2004;60;25000; ;U;5,15;1;8,65;1,63;1
3;696;27-08-2004;60;21992; ;U;5,15;0;8,65;1,65;3
3;691;27-08-2004;60;21000; ;U;5,15;0;8,65;1,65;1
2;706;27-08-2004;60;20000; ;U;5,15;0;6,44;1,65;1
3;695;27-08-2004;60;22000; ;U;5,15;0;8,65;1,65;1
3;687;27-08-2004;60;19698; ;U;5,15;1;8,65;1,65;3
3;699;28-08-2004;60;25000; ;U;5,15;0;8,65;1,65;3
2;712;28-08-2004;60;22489; ;U;5,15;0;6,44;1,65;1
3;692;28-08-2004;60;25000; ;U;5,15;0;8,65;1,65;1
2;711;29-08-2004;60;22000; ;U;4,89;0;6,44;1,65;1
2;705;29-08-2004;60;22900; ;U;4,89;0;6,44;1,65;3
2;700;29-08-2004;60;20000; ;U;4,89;0;6,44;1,65;3
3;694;29-08-2004;60;18000; ;U;4,89;0;8,65;1,65;3
3;685;30-08-2004;60;23707; ;U;4,89;0;8,65;1,65;1
3;694;30-08-2004;60;20000; ;U;4,89;0;8,65;1,65;1
2;700;31-08-2004;60;19500; ;U;4,89;0;6,44;1,67;3
3;687;31-08-2004;60;20999; ;U;4,89;0;8,65;1,67;1
3;692;31-08-2004;60;18000; ;U;4,89;0;8,65;1,67;3
3;712;01-09-2004;60;25000; ;U;4,89;0;8,65;1,67;3
2;701;01-09-2004;60;24500; ;U;4,89;1;6,44;1,67;1
3;692;01-09-2004;60;25000; ;U;4,89;0;8,65;1,67;3
3;699;01-09-2004;60;25000; ;U;4,89;0;8,65;1,67;3
3;692;01-09-2004;60;20000; ;U;4,89;0;8,65;1,67;3
2;702;02-09-2004;60;18052; ;U;4,89;0;6,44;1,69;3
1;691;02-09-2004;60;25000; ;U;4,89;0;4,89;1,69;3
3;694;02-09-2004;60;25000; ;U;4,89;0;8,65;1,69;3
3;695;02-09-2004;60;18744; ;U;4,89;1;8,65;1,69;3
3;687;02-09-2004;60;25000; ;U;4,89;0;8,65;1,69;1
3;687;03-09-2004;60;25000; ;U;4,89;0;8,65;1,70;3
1;697;03-09-2004;60;19000; ;U;4,89;0;4,89;1,70;1
2;706;04-09-2004;60;25000; ;U;4,89;0;6,34;1,70;3
2;711;04-09-2004;60;18000; ;U;4,89;0;6,44;1,70;3
3;695;05-09-2004;60;24270; ;U;4,89;1;8,65;1,70;1
1;702;07-09-2004;60;25000; ;U;4,89;0;4,89;1,74;1
2;707;07-09-2004;60;18000; ;U;4,89;0;6,44;1,74;1
3;687;07-09-2004;60;22000; ;U;4,89;0;8,65;1,74;1
3;689;08-09-2004;60;22329; ;U;4,89;0;8,65;1,74;1
3;688;08-09-2004;60;20000; ;U;4,89;0;8,65;1,74;3
3;687;08-09-2004;60;24999; ;U;4,89;1;8,65;1,74;1
3;685;08-09-2004;60;18000; ;U;4,89;0;8,65;1,74;3
2;707;09-09-2004;60;19500; ;U;4,89;0;6,44;1,75;1
2;711;10-09-2004;60;18000; ;U;4,89;0;6,44;1,76;1
3;696;10-09-2004;60;17956; ;U;4,89;0;8,65;1,76;3
3;698;11-09-2004;60;18000; ;U;4,89;0;8,65;1,76;3
2;706;11-09-2004;60;19500; ;U;4,89;1;6,44;1,76;1
2;709;12-09-2004;60;22000; ;U;4,89;0;6,44;1,76;1
3;699;12-09-2004;60;25000; ;U;4,89;0;8,65;1,76;1
3;688;13-09-2004;60;19999; ;U;4,89;0;8,65;1,76;1
3;699;13-09-2004;60;24999; ;U;4,89;0;8,65;1,76;3
3;685;13-09-2004;60;20720; ;U;4,89;0;8,65;1,76;3
2;708;13-09-2004;60;25000; ;U;4,89;0;6,44;1,76;3
3;688;13-09-2004;60;21856; ;U;4,89;0;8,65;1,76;3
3;691;14-09-2004;60;25000; ;U;4,89;0;8,65;1,78;3
3;686;14-09-2004;60;20224; ;U;4,89;0;8,65;1,78;3
3;695;14-09-2004;60;20000; ;U;4,89;0;8,65;1,78;3
3;694;14-09-2004;60;19427; ;U;4,89;0;8,65;1,78;3
3;687;15-09-2004;60;24500; ;U;4,89;0;8,65;1,79;1
3;685;15-09-2004;60;25000; ;U;4,89;0;8,65;1,79;3
1;711;15-09-2004;60;19000; ;U;4,89;0;4,89;1,79;1
3;691;15-09-2004;60;21923; ;U;4,89;1;8,65;1,79;1
2;702;15-09-2004;60;25000; ;U;4,89;0;6,44;1,79;1
2;711;15-09-2004;60;21000; ;U;4,89;0;6,44;1,79;1
3;692;16-09-2004;60;25000; ;U;4,89;0;8,65;1,81;3
3;694;16-09-2004;60;25000; ;U;4,89;0;8,65;1,81;1
3;689;16-09-2004;60;18549; ;U;4,89;1;8,65;1,81;1
1;688;18-09-2004;60;18400; ;U;4,79;0;4,79;1,82;3
3;685;19-09-2004;60;25000; ;U;4,79;0;8,65;1,82;1
3;686;19-09-2004;60;23000; ;U;4,79;0;8,65;1,82;1
2;702;19-09-2004;60;25000; ;U;4,79;0;6,44;1,82;3
3;684;20-09-2004;60;24000; ;U;4,79;0;8,65;1,83;3
3;690;20-09-2004;60;18000; ;U;4,79;0;8,65;1,83;1
3;690;23-09-2004;60;25000; ;U;4,79;0;8,65;1,84;3
3;688;21-09-2004;60;20000; ;U;4,79;0;8,65;1,83;1
3;685;21-09-2004;60;24000; ;U;4,79;0;8,65;1,83;1
3;692;21-09-2004;60;20000; ;U;4,79;0;8,65;1,83;1
3;685;21-09-2004;60;18000; ;U;4,79;0;8,65;1,83;3
2;707;23-09-2004;60;19999; ;U;4,79;0;6,44;1,84;1
2;706;23-09-2004;60;20290; ;U;4,79;1;6,44;1,84;1
3;685;23-09-2004;60;20683; ;U;4,79;0;8,65;1,84;2
2;707;24-09-2004;60;20000; ;U;4,79;0;6,44;1,84;1
2;704;24-09-2004;60;25000; ;U;4,79;0;6,44;1,84;2
3;697;24-09-2004;60;23500; ;U;4,79;0;8,65;1,84;1
2;707;24-09-2004;60;21000; ;U;4,79;0;6,44;1,84;2
3;694;25-09-2004;60;21000; ;U;4,79;0;8,65;1,84;2
2;707;25-09-2004;60;20000; ;U;4,79;0;6,44;1,84;1
2;710;25-09-2004;60;17999; ;U;4,79;0;6,44;1,84;2
2;702;25-09-2004;60;22000; ;U;4,79;0;6,44;1,84;2
3;704;27-09-2004;60;24000; ;U;4,79;1;6,49;1,84;1
3;685;27-09-2004;60;20500; ;U;4,79;0;8,65;1,84;2
3;693;27-09-2004;60;19400; ;U;4,79;0;8,65;1,84;1
2;702;27-09-2004;60;23000; ;U;4,79;0;6,44;1,84;2
2;688;27-09-2004;60;25000; ;U;4,79;0;6,44;1,84;2
2;710;27-09-2004;60;19000; ;U;4,79;0;6,44;1,84;2
2;709;27-09-2004;60;20000; ;U;4,79;0;6,44;1,84;2
3;687;27-09-2004;60;20000; ;U;4,79;0;8,65;1,84;3
2;712;27-09-2004;60;24500; ;U;4,79;0;6,44;1,84;1
3;685;28-09-2004;60;25000; ;U;4,79;0;8,65;1,84;2
2;701;28-09-2004;60;20000; ;U;4,79;0;6,44;1,84;1
2;702;28-09-2004;60;20000; ;U;4,79;0;6,44;1,84;2
1;684;28-09-2004;60;21600; ;U;4,79;0;4,79;1,84;2
2;710;28-09-2004;60;22984; ;U;4,79;0;6,34;1,84;3
3;687;28-09-2004;60;22000; ;U;4,79;0;8,65;1,84;3
1;709;28-09-2004;60;20000; ;U;4,79;0;4,79;1,84;2
3;692;28-09-2004;60;20000; ;U;4,79;0;8,65;1,84;3
3;684;29-09-2004;60;21000; ;U;4,79;0;8,65;1,84;1
3;697;29-09-2004;60;24164; ;U;4,79;0;8,65;1,84;3
3;699;29-09-2004;60;25000; ;U;4,79;0;8,65;1,84;1
3;693;29-09-2004;60;22000; ;U;4,79;0;8,65;1,84;2
3;706;29-09-2004;60;20000; ;U;4,79;0;6,49;1,84;3
2;703;30-09-2004;60;25000; ;U;4,79;0;6,44;1,84;2
3;688;30-09-2004;60;21000; ;U;4,79;0;8,65;1,84;3
3;694;30-09-2004;60;24999; ;U;4,79;0;8,65;1,84;2
2;710;30-09-2004;60;24000; ;U;4,79;0;6,44;1,84;2
2;685;30-09-2004;60;24000; ;U;4,79;0;6,44;1,84;1
3;698;30-09-2004;60;25000; ;U;4,79;0;8,65;1,84;1
3;690;30-09-2004;60;20582; ;U;4,79;0;8,65;1,84;3
3;690;30-09-2004;60;25000; ;U;4,79;0;8,65;1,84;1
3;699;30-09-2004;60;20988; ;U;4,79;0;8,65;1,84;3
3;691;01-10-2004;60;25000; ;U;4,79;0;8,65;1,84;2
3;688;01-10-2004;60;18653; ;U;4,79;1;8,65;1,84;1
1;710;01-10-2004;60;23305; ;U;4,79;1;4,79;1,84;2
3;692;01-10-2004;60;21300; ;U;4,79;1;8,65;1,84;3
2;710;01-10-2004;60;23000; ;U;4,79;0;6,44;1,84;2
3;689;01-10-2004;60;18345; ;U;4,79;0;8,65;1,84;3
1;699;01-10-2004;60;21290; ;U;4,79;1;4,79;1,84;1
2;697;02-10-2004;60;23700; ;U;4,79;1;6,44;1,84;3
3;696;02-10-2004;60;20000; ;U;4,79;0;8,65;1,84;3
3;688;02-10-2004;60;18000; ;U;4,79;0;8,65;1,84;1
2;711;03-10-2004;60;25000; ;U;4,79;0;6,44;1,84;3
3;686;03-10-2004;60;25000; ;U;4,79;0;8,65;1,84;1
2;709;03-10-2004;60;18000; ;U;4,79;0;6,44;1,84;3
3;692;03-10-2004;60;24495; ;U;4,79;0;8,65;1,84;2
3;695;03-10-2004;60;18000; ;U;4,79;0;8,65;1,84;2
2;711;03-10-2004;60;22000; ;U;4,79;0;6,44;1,84;3
2;703;03-10-2004;60;20000; ;U;4,79;0;6,44;1,84;3
2;709;03-10-2004;60;21000; ;U;4,79;0;6,44;1,84;1
3;698;04-10-2004;60;20036; ;U;4,79;1;8,65;1,84;3
1;709;04-10-2004;60;19999; ;U;4,79;0;4,79;1,84;3
2;710;04-10-2004;60;21000; ;U;4,79;0;6,44;1,84;2
2;711;04-10-2004;60;23500; ;U;4,79;0;6,44;1,84;2
2;708;04-10-2004;60;20000; ;U;4,79;0;6,44;1,84;2
3;689;04-10-2004;60;25000; ;U;4,79;0;8,65;1,84;2
2;700;05-10-2004;60;22000; ;U;4,79;0;6,44;1,84;2
1;711;05-10-2004;60;21000; ;U;4,79;0;4,79;1,84;1
2;707;05-10-2004;60;21660; ;U;4,79;0;6,44;1,84;2
2;708;05-10-2004;60;24500; ;U;4,79;0;6,44;1,84;1
2;689;05-10-2004;60;17999; ;U;4,79;0;6,44;1,84;2
2;712;05-10-2004;60;25000; ;U;4,79;0;6,44;1,84;3
2;694;05-10-2004;60;25000; ;U;4,79;0;6,44;1,84;2
3;685;05-10-2004;60;19580; ;U;4,79;1;8,65;1,84;2
1;700;05-10-2004;60;24500; ;U;4,79;0;4,79;1,84;2
1;708;05-10-2004;60;22000; ;U;4,79;0;4,79;1,84;2
3;696;06-10-2004;60;24284; ;U;4,79;0;8,65;1,84;2
3;695;06-10-2004;60;20000; ;U;4,79;0;8,65;1,84;2
3;697;06-10-2004;60;25000; ;U;4,79;0;8,65;1,84;2
3;694;07-10-2004;60;24075; ;U;4,79;0;8,65;1,86;3
2;706;07-10-2004;60;21900; ;U;4,79;0;6,44;1,86;1
3;692;07-10-2004;60;20500; ;U;4,79;0;8,65;1,86;2
3;702;07-10-2004;60;22393; ;U;4,79;1;6,49;1,86;1
2;709;07-10-2004;60;25000; ;U;4,79;0;6,44;1,86;2
3;699;07-10-2004;60;22000; ;U;4,79;0;8,65;1,86;2
3;689;07-10-2004;60;23602; ;U;4,79;0;8,65;1,86;1
3;689;07-10-2004;60;23000; ;U;4,79;0;8,65;1,86;2
3;699;08-10-2004;60;22000; ;U;4,79;0;8,65;1,86;2
3;708;08-10-2004;60;19500; ;U;4,79;0;6,49;1,86;2
3;692;08-10-2004;60;24999; ;U;4,79;0;8,65;1,86;2
3;704;08-10-2004;60;20000; ;U;4,79;0;6,49;1,86;3
2;709;08-10-2004;60;22999; ;U;4,79;0;6,44;1,86;2
3;685;09-10-2004;60;20000; ;U;4,79;0;8,65;1,86;2
3;690;10-10-2004;60;23500; ;U;4,79;0;8,65;1,86;2
3;691;11-10-2004;60;23146; ;U;4,79;0;8,65;1,86;1
2;708;11-10-2004;60;25000; ;U;4,79;0;6,44;1,86;1
2;689;11-10-2004;60;17999; ;U;4,79;0;6,44;1,86;2
2;712;11-10-2004;60;25000; ;U;4,79;0;6,44;1,86;2
3;692;11-10-2004;60;23450; ;U;4,79;0;8,65;1,86;1
2;686;11-10-2004;60;25000; ;U;4,79;0;6,44;1,86;2
2;689;11-10-2004;60;18400; ;U;4,79;0;6,44;1,86;2
3;687;11-10-2004;60;20000; ;U;4,79;0;8,65;1,86;1
3;688;12-10-2004;60;24999; ;U;4,79;0;8,65;1,87;2
3;686;12-10-2004;60;25000; ;U;4,79;0;8,65;1,87;3
1;693;13-10-2004;60;22432; ;U;4,79;0;4,79;1,87;2
3;697;12-10-2004;60;18900; ;U;4,79;0;8,65;1,87;1
3;687;12-10-2004;60;20000; ;U;4,79;0;8,65;1,87;1
2;702;13-10-2004;60;22000; ;U;4,79;0;6,44;1,87;2
3;695;14-10-2004;60;19999; ;U;4,79;0;8,65;1,89;2
2;703;14-10-2004;60;24500; ;U;4,79;0;6,44;1,89;2
3;687;14-10-2004;60;21999; ;U;4,79;0;8,65;1,89;1
2;702;14-10-2004;60;22000; ;U;4,79;0;6,44;1,89;2
3;697;14-10-2004;60;25000; ;U;4,79;0;8,65;1,89;3
3;685;14-10-2004;60;22000; ;U;4,79;0;8,65;1,89;2
2;700;15-10-2004;60;23000; ;U;4,79;0;6,44;1,89;2
3;686;15-10-2004;60;18099; ;U;4,79;0;8,65;1,89;1
2;704;15-10-2004;60;23300; ;U;4,79;0;6,44;1,89;3
2;706;15-10-2004;60;17874; ;U;4,79;1;6,44;1,89;1
2;707;16-10-2004;60;18000; ;U;4,79;0;6,44;1,89;1
2;689;16-10-2004;60;25000; ;U;4,79;0;6,44;1,89;2
2;703;16-10-2004;60;20000; ;U;4,79;0;6,44;1,89;2
2;711;17-10-2004;60;21383; ;U;4,79;0;6,44;1,89;2
2;712;19-10-2004;60;22000; ;U;4,79;0;6,44;1,91;2
3;686;17-10-2004;60;24000; ;U;4,79;0;8,65;1,89;2
3;685;17-10-2004;60;24000; ;U;4,79;0;8,65;1,89;2
2;707;18-10-2004;60;20000; ;U;4,79;0;6,44;1,91;2
3;699;18-10-2004;60;22000; ;U;4,79;0;8,65;1,91;1
3;692;18-10-2004;60;20000; ;U;4,79;0;8,65;1,91;1
2;706;18-10-2004;60;18000; ;U;4,79;0;6,19;1,91;3
3;684;18-10-2004;60;24000; ;U;4,79;0;8,65;1,91;2
2;707;18-10-2004;60;21719; ;U;4,79;1;6,44;1,91;3
2;705;18-10-2004;60;23000; ;U;4,79;0;6,44;1,91;2
2;700;18-10-2004;60;22000; ;U;4,79;0;6,44;1,91;2
3;691;19-10-2004;60;24000; ;U;4,79;0;8,65;1,91;1
2;701;19-10-2004;60;21400; ;U;4,79;1;6,44;1,91;1
3;700;19-10-2004;60;19999; ;U;4,79;0;6,49;1,91;2
3;684;19-10-2004;60;18500; ;U;4,79;0;8,65;1,91;1
2;703;20-10-2004;60;19079; ;U;4,79;0;6,44;1,91;2
2;700;20-10-2004;60;22000; ;U;4,79;0;6,44;1,91;3
3;692;20-10-2004;60;25000; ;U;4,79;0;8,65;1,91;2
2;710;20-10-2004;60;18886; ;U;4,79;0;6,44;1,91;3
3;708;21-10-2004;60;25000; ;U;4,79;0;6,49;1,93;2
3;689;21-10-2004;60;25000; ;U;4,79;0;8,65;1,93;1
2;703;21-10-2004;60;21500; ;U;4,79;0;6,44;1,93;2
3;704;21-10-2004;60;20000; ;U;4,79;0;8,65;1,93;3
3;701;21-10-2004;60;25000; ;U;4,79;0;6,49;1,93;2
3;696;21-10-2004;60;19000; ;U;4,79;0;8,65;1,93;2
2;702;21-10-2004;60;19000; ;U;4,79;0;6,44;1,93;2
2;709;21-10-2004;60;25000; ;U;4,79;0;6,44;1,93;3
3;701;21-10-2004;60;25000; ;U;4,79;0;6,49;1,93;3
2;707;21-10-2004;60;20000; ;U;4,79;0;6,44;1,93;2
3;689;22-10-2004;60;18999; ;U;4,79;0;8,65;1,94;2
2;704;22-10-2004;60;19999; ;U;4,79;0;6,44;1,94;2
2;709;22-10-2004;60;24000; ;U;4,79;0;6,44;1,94;2
3;697;22-10-2004;60;18510; ;U;4,79;0;8,65;1,94;1
3;688;22-10-2004;60;22000; ;U;4,79;0;8,65;1,94;2
2;711;22-10-2004;60;22000; ;U;4,79;0;6,44;1,94;2
2;709;22-10-2004;60;21999; ;U;4,79;0;6,44;1,94;2
3;695;23-10-2004;60;25000; ;U;4,79;0;8,65;1,94;3
2;700;23-10-2004;60;23748; ;U;4,79;0;6,44;1,94;2
3;689;24-10-2004;60;19000; ;U;4,79;0;8,65;1,94;2
3;685;24-10-2004;60;20000; ;U;4,79;0;8,65;1,94;2
1;705;24-10-2004;60;23000; ;U;4,79;0;4,79;1,94;2
2;701;24-10-2004;60;20000; ;U;4,79;0;6,44;1,94;2
3;699;24-10-2004;60;23200; ;U;4,79;0;8,65;1,94;1
3;698;25-10-2004;60;25000; ;U;4,79;0;8,65;1,95;1
3;698;25-10-2004;60;20000; ;U;4,79;0;8,65;1,95;2
3;699;25-10-2004;60;24000; ;U;4,79;0;8,65;1,95;2
2;709;25-10-2004;60;23000; ;U;4,79;1;6,44;1,95;1
3;689;25-10-2004;60;25000; ;U;4,79;0;8,65;1,95;1
3;692;25-10-2004;60;25000; ;U;4,79;0;8,65;1,95;2
2;701;25-10-2004;60;22000; ;U;4,79;0;6,44;1,95;1
2;711;26-10-2004;60;22560; ;U;4,79;0;6,44;1,96;2
3;691;26-10-2004;60;25000; ;U;4,79;0;8,65;1,96;1
3;700;26-10-2004;60;19630; ;U;4,79;0;6,49;1,96;2
2;685;26-10-2004;60;25000; ;U;4,79;0;6,44;1,96;3
3;694;26-10-2004;60;23988; ;U;4,79;0;8,65;1,96;2
2;709;27-10-2004;60;17999; ;U;4,79;0;6,44;1,96;2
2;700;27-10-2004;60;23000; ;U;4,79;0;6,44;1,96;2
3;691;27-10-2004;60;19000; ;U;4,79;0;8,65;1,96;3
2;711;27-10-2004;60;20500; ;U;4,79;0;6,44;1,96;2
3;685;27-10-2004;60;22500; ;U;4,79;0;8,65;1,96;1
3;699;27-10-2004;60;20000; ;U;4,79;0;8,65;1,96;2
2;706;28-10-2004;60;21000; ;U;4,79;0;6,44;1,99;2
3;685;28-10-2004;60;20769; ;U;4,79;1;8,65;1,99;1
3;698;28-10-2004;60;23000; ;U;4,79;0;8,65;1,99;1
2;702;28-10-2004;60;20000; ;U;4,79;0;6,44;1,99;2
3;685;28-10-2004;60;23500; ;U;4,79;0;8,65;1,99;2
3;688;28-10-2004;60;24500; ;U;4,79;0;8,65;1,99;3
3;701;28-10-2004;60;25000; ;U;4,79;0;6,49;1,99;3
3;696;29-10-2004;60;21817; ;U;4,79;0;8,65;2,00;2
2;707;29-10-2004;60;21000; ;U;4,79;0;6,44;2,00;2
2;711;29-10-2004;60;20885; ;U;4,79;1;6,44;2,00;1
2;709;29-10-2004;60;20000; ;U;4,79;1;6,44;2,00;3
2;705;29-10-2004;60;20000; ;U;4,79;1;6,44;2,00;3
3;696;30-10-2004;60;19821; ;U;4,79;0;8,65;2,00;2
2;693;30-10-2004;60;22000; ;U;4,79;0;6,44;2,00;2
2;707;30-10-2004;60;22500; ;U;4,79;0;6,44;2,00;3
2;704;31-10-2004;60;24000; ;U;4,79;0;6,44;2,00;2
3;698;31-10-2004;60;20000; ;U;4,79;0;8,65;2,00;1
2;710;31-10-2004;60;19490; ;U;4,79;0;6,44;2,00;2
3;708;31-10-2004;60;24538; ;U;4,79;0;6,49;2,00;2
2;702;31-10-2004;60;24500; ;U;4,79;0;6,44;2,00;1
2;710;31-10-2004;60;20000; ;U;4,79;0;6,44;2,00;3
2;707;31-10-2004;60;21000; ;U;4,79;0;6,44;2,00;2
3;688;31-10-2004;60;24000; ;U;4,79;0;8,65;2,00;3
1;703;31-10-2004;60;20500; ;U;4,79;0;4,79;2,00;2
3;687;01-11-2004;60;25000; ;U;4,79;0;8,65;2,02;3
3;688;01-11-2004;60;21000; ;U;4,79;0;8,55;2,02;3
2;701;01-11-2004;60;20000; ;U;4,79;0;6,44;2,02;2
2;701;01-11-2004;60;20000; ;U;4,79;0;6,44;2,02;3
2;709;01-11-2004;60;22000; ;U;4,79;0;6,44;2,02;2
3;686;01-11-2004;60;25000; ;U;4,79;0;8,65;2,02;2
3;690;02-11-2004;60;19999; ;U;4,79;0;8,65;2,04;1
3;692;02-11-2004;60;23000; ;U;4,79;0;8,65;2,04;2
3;695;02-11-2004;60;18000; ;U;4,79;0;8,65;2,04;2
3;697;02-11-2004;60;20000; ;U;4,79;0;8,65;2,04;2
3;687;02-11-2004;60;22499; ;U;4,79;0;8,65;2,04;3
3;687;03-11-2004;60;24000; ;U;4,79;0;8,65;2,05;2
3;691;03-11-2004;60;25000; ;U;4,79;0;8,65;2,05;2
2;709;03-11-2004;60;25000; ;U;4,79;1;6,44;2,05;1
3;692;03-11-2004;60;25000; ;U;4,79;0;8,65;2,05;2
2;700;03-11-2004;60;18000; ;U;4,79;0;6,44;2,05;3
3;690;03-11-2004;60;22500; ;U;4,79;0;8,65;2,05;1
3;698;04-11-2004;60;19999; ;U;4,79;0;8,65;2,06;2
3;687;04-11-2004;60;25000; ;U;4,79;0;8,65;2,06;2
2;696;04-11-2004;60;25000; ;U;4,79;0;6,44;2,06;2
2;706;04-11-2004;60;21000; ;U;4,79;0;6,44;2,06;1
3;707;04-11-2004;60;25000; ;U;4,79;0;8,79;2,06;3
3;691;05-11-2004;60;20000; ;U;4,79;0;8,49;2,07;1
3;702;05-11-2004;60;20000; ;U;4,79;0;6,63;2,07;2
3;696;05-11-2004;60;18991; ;U;4,79;1;8,49;2,07;1
3;693;05-11-2004;60;25000; ;U;4,79;0;8,49;2,07;2
3;684;05-11-2004;60;25000; ;U;4,79;0;8,49;2,07;3
3;684;06-11-2004;60;20000; ;U;4,79;0;8,49;2,07;2
3;684;06-11-2004;60;18716; ;U;4,79;0;8,49;2,07;1
3;712;06-11-2004;60;18449; ;U;4,79;1;6,63;2,07;2
3;694;07-11-2004;60;20000; ;U;4,79;0;8,49;2,07;1
2;709;07-11-2004;60;25000; ;U;4,79;0;6,44;2,07;1
3;692;07-11-2004;60;20000; ;U;4,79;0;8,49;2,07;3
3;686;07-11-2004;60;20000; ;U;4,79;0;8,49;2,07;2
3;693;08-11-2004;60;20000; ;U;4,79;0;8,49;2,09;3
3;685;08-11-2004;60;25000; ;U;4,79;0;8,49;2,09;3
3;690;08-11-2004;60;22999; ;U;4,79;0;8,49;2,09;2
3;684;08-11-2004;60;21525; ;U;4,79;1;8,49;2,09;3
3;690;09-11-2004;60;20000; ;U;4,79;0;8,49;2,09;2
2;707;09-11-2004;60;23000; ;U;4,79;0;6,59;2,09;2
1;710;09-11-2004;60;23019; ;U;4,79;0;4,79;2,09;2
2;707;09-11-2004;60;21999; ;U;4,79;0;6,59;2,09;2
2;704;09-11-2004;60;25000; ;U;4,79;1;6,59;2,09;1
3;693;09-11-2004;60;18000; ;U;4,79;0;8,49;2,09;3
2;706;10-11-2004;60;21000; ;U;4,79;0;6,59;2,09;2
3;697;10-11-2004;60;25000; ;U;4,79;0;8,49;2,09;2
3;693;11-11-2004;60;25000; ;U;4,79;0;8,49;2,10;2
3;707;11-11-2004;60;23999; ;U;4,79;0;6,63;2,10;2
2;701;11-11-2004;60;25000; ;U;4,79;0;6,59;2,10;2
2;710;11-11-2004;60;21813; ;U;4,79;0;6,59;2,10;2
1;703;11-11-2004;60;22552; ;U;4,79;1;4,79;2,10;2
3;687;12-11-2004;60;20000; ;U;4,79;0;8,49;2,10;2
3;687;12-11-2004;60;23000; ;U;4,79;0;8,49;2,10;2
3;684;12-11-2004;60;23000; ;U;4,79;0;8,49;2,10;1
1;700;12-11-2004;60;23779; ;U;4,79;1;4,79;2,10;1
2;709;12-11-2004;60;18000; ;U;4,79;0;6,59;2,10;2
4;684;13-11-2004;60;20151; ;U;4,85;1;12,33;2,10;3
2;705;13-11-2004;60;23500; ;U;4,85;0;6,59;2,10;2
2;712;15-11-2004;60;18000; ;U;4,85;0;6,59;2,11;2
2;712;13-11-2004;60;20700; ;U;4,85;1;6,59;2,10;3
2;704;13-11-2004;60;20399; ;U;4,85;0;6,59;2,10;2
3;685;14-11-2004;60;25000; ;U;4,85;0;8,49;2,10;3
2;702;14-11-2004;60;24200; ;U;4,85;0;6,59;2,10;1
3;689;14-11-2004;60;19501; ;U;4,85;0;8,49;2,10;2
3;685;14-11-2004;60;22000; ;U;4,85;0;8,49;2,10;2
2;703;14-11-2004;60;20000; ;U;4,85;0;6,59;2,10;3
3;689;14-11-2004;60;22000; ;U;4,85;0;8,49;2,10;2
2;702;15-11-2004;60;21000; ;U;4,85;0;6,59;2,11;1
3;684;15-11-2004;60;25000; ;U;4,85;0;8,49;2,11;3
2;700;15-11-2004;60;20000; ;U;4,85;0;6,59;2,11;1
3;696;16-11-2004;60;20000; ;U;4,85;0;8,49;2,13;3
